"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","REACTOME pathway","R-DME-9757110","Prednisone ADME","69","5","0.599","1.3632","0.447","0.304596482961025","0.516275115574624","1","0.682100352828951","1","Ugt36F1,CG43366,Spn42Db,Ugt303B1,Ugt302K1","FBgn0027074,FBgn0263109,FBgn0033112,FBgn0039086,FBgn0040251"
"","REACTOME pathway","R-DME-8856825","Cargo recognition for clathrin-mediated endocytosis","72","5","0.599","1.3064","0.386","0.336390495139436","0.473156283881294","1","0.682100352828951","1","crq,CSN4,Syt4,Lerp,rdog","FBgn0015924,FBgn0027054,FBgn0028400,FBgn0051072,FBgn0039644"
"","REACTOME pathway","R-DME-3371556","Cellular response to heat stress","74","5","0.599","1.2711","0.346","0.357740653981511","0.44643170341662","1","0.685782262878732","1","Gp210,Mtor,Nup358,Nup214,Tor","FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660,FBgn0021796"
"","REACTOME pathway","R-DME-674695","RNA Polymerase II Pre-transcription Events","76","5","0.599","1.2376","0.308","0.379134600025282","0.421206579819502","1","0.696977483768069","1","lilli,Rpb5,Cdk9,dre4,CycT","FBgn0041111,FBgn0033571,FBgn0019949,FBgn0002183,FBgn0025455"
"","REACTOME pathway","R-DME-1483206","Glycerophospholipid biosynthesis","80","5","0.599","1.1757","0.234","0.421799202674074","0.374894245541476","1","0.703381053122248","1","CG2201,Gpat4,bmm,CG9452,CG6656","FBgn0032955,FBgn0034971,FBgn0036449,FBgn0036877,FBgn0038912"
"","REACTOME pathway","R-DME-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","80","5","0.599","1.1757","0.234","0.421799202674074","0.374894245541476","1","0.703381053122248","1","CG43366,Spn42Db,bmm,sas,CG42402","FBgn0263109,FBgn0033112,FBgn0036449,FBgn0002306,FBgn0259821"
"","REACTOME pathway","R-DME-8957275","Post-translational protein phosphorylation","80","5","0.599","1.1757","0.234","0.421799202674074","0.374894245541476","1","0.703381053122248","1","CG43366,Spn42Db,bmm,sas,CG42402","FBgn0263109,FBgn0033112,FBgn0036449,FBgn0002306,FBgn0259821"
"","REACTOME pathway","R-DME-1632852","Macroautophagy","94","5","0.599","1.0006","0.001","0.564252570804248","0.248526453546513","1","0.817304773359589","1","gig,tefu,Atg4b,rdog,Tor","FBgn0005198,FBgn0045035,FBgn0038325,FBgn0039644,FBgn0021796"
"","REACTOME pathway","R-DME-9612973","Autophagy","94","5","0.599","1.0006","0.001","0.564252570804248","0.248526453546513","1","0.817304773359589","1","gig,tefu,Atg4b,rdog,Tor","FBgn0005198,FBgn0045035,FBgn0038325,FBgn0039644,FBgn0021796"
"","REACTOME pathway","R-DME-9006931","Signaling by Nuclear Receptors","108","5","0.599","0.8709","-0.199","0.686571452450064","0.163314258441816","1","0.877410772280699","1","CG9265,Rpb5,Cdk9,CycT,nej","FBgn0032910,FBgn0033571,FBgn0019949,FBgn0025455,FBgn0261617"
"","REACTOME pathway","R-DME-5689880","Ub-specific processing proteases","121","5","0.599","0.7774","-0.363","0.777299861614878","0.109411409613309","1","0.930552988904877","1","CG9062,Usp5,scny,faf,Pten","FBgn0033607,FBgn0035402,FBgn0260936,FBgn0005632,FBgn0026379"
"","REACTOME pathway","R-DME-195721","Signaling by WNT","144","5","0.599","0.6532","-0.614","0.886602167917126","0.0522712110997409","1","0.987926632797019","1","Pp2A-29B,CG32568,Sox21a,Sox21b,nej","FBgn0260439,FBgn0052568,FBgn0036411,FBgn0042630,FBgn0261617"
"","REACTOME pathway","R-DME-388841","Costimulation by the CD28 family","14","4","0.479","5.3749","2.426","0.00516973436963579","2.28653177117397","1","0.288953017374743","1","Pp2A-29B,CG32568,Pak3,Tor","FBgn0260439,FBgn0052568,FBgn0044826,FBgn0021796"
"","REACTOME pathway","R-DME-5693538","Homology Directed Repair","14","4","0.479","5.3749","2.426","0.00516973436963579","2.28653177117397","1","0.288953017374743","1","Parp,Fen1,rad50,tefu","FBgn0010247,FBgn0025832,FBgn0034728,FBgn0045035"
"","REACTOME pathway","R-DME-5651801","PCNA-Dependent Long Patch Base Excision Repair","15","4","0.479","5.0165","2.327","0.00675678487881877","2.17025990783678","1","0.288953017374743","1","RPA2,Fen1,Gnf1,DNApol-epsilon255","FBgn0032906,FBgn0025832,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-9013422","RHOBTB1 GTPase cycle","19","4","0.479","3.9604","1.986","0.0162056245593308","1.79033422674568","1","0.492002761621283","1","CSN4,Txl,RhoBTB,spen","FBgn0027054,FBgn0035631,FBgn0036980,FBgn0016977"
"","REACTOME pathway","R-DME-202733","Cell surface interactions at the vascular wall","20","4","0.479","3.7624","1.912","0.0194241287300018","1.71165845238489","1","0.493322669924725","1","fw,CG9095,Sos,hig","FBgn0001083,FBgn0030617,FBgn0001965,FBgn0010114"
"","REACTOME pathway","R-DME-69190","DNA strand elongation","21","4","0.479","3.5832","1.841","0.0230100330153048","1.63808275819557","1","0.493322669924725","1","RPA2,Fen1,Gnf1,Sld5","FBgn0032906,FBgn0025832,FBgn0004913,FBgn0039403"
"","REACTOME pathway","R-DME-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","26","4","0.479","2.8942","1.533","0.0466795662914327","1.33087318771905","1","0.520375452884638","1","RPA2,Rev1,Gnf1,DNApol-epsilon255","FBgn0032906,FBgn0035150,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-74158","RNA Polymerase III Transcription","27","4","0.479","2.787","1.479","0.0525790759996562","1.27918705025279","1","0.520375452884638","1","Bdp1,CG7099,Rpb5,CG42588","FBgn0032512,FBgn0032517,FBgn0033571,FBgn0260965"
"","REACTOME pathway","R-DME-76046","RNA Polymerase III Transcription Initiation","27","4","0.479","2.787","1.479","0.0525790759996562","1.27918705025279","1","0.520375452884638","1","Bdp1,CG7099,Rpb5,CG42588","FBgn0032512,FBgn0032517,FBgn0033571,FBgn0260965"
"","REACTOME pathway","R-DME-76061","RNA Polymerase III Transcription Initiation From Type 1 Promoter","27","4","0.479","2.787","1.479","0.0525790759996562","1.27918705025279","1","0.520375452884638","1","Bdp1,CG7099,Rpb5,CG42588","FBgn0032512,FBgn0032517,FBgn0033571,FBgn0260965"
"","REACTOME pathway","R-DME-76066","RNA Polymerase III Transcription Initiation From Type 2 Promoter","27","4","0.479","2.787","1.479","0.0525790759996562","1.27918705025279","1","0.520375452884638","1","Bdp1,CG7099,Rpb5,CG42588","FBgn0032512,FBgn0032517,FBgn0033571,FBgn0260965"
"","REACTOME pathway","R-DME-68962","Activation of the pre-replicative complex","29","4","0.479","2.5948","1.376","0.0655306893102767","1.18355526372286","1","0.549369402395317","1","RPA2,Orc4,Mcm2,DNApol-epsilon255","FBgn0032906,FBgn0023181,FBgn0014861,FBgn0264326"
"","REACTOME pathway","R-DME-4085377","SUMOylation of SUMOylation proteins","30","4","0.479","2.5083","1.327","0.0725721792264121","1.13922983555432","1","0.584039282138945","1","Gp210,Mtor,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-5578749","Transcriptional regulation by small RNAs","32","4","0.479","2.3515","1.234","0.0877495560005397","1.05675507232087","1","0.613679514947577","1","Gp210,Mtor,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-176187","Activation of ATR in response to replication stress","33","4","0.479","2.2802","1.189","0.0958669605128198","1.01833104183113","1","0.613679514947577","1","RPA2,Orc4,mus304,Mcm2","FBgn0032906,FBgn0023181,FBgn0002901,FBgn0014861"
"","REACTOME pathway","R-DME-4551638","SUMOylation of chromatin organization proteins","34","4","0.479","2.2132","1.146","0.104322732623717","0.981621045578237","1","0.613805845437219","1","Gp210,Mtor,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-9706574","RHOBTB GTPase Cycle","35","4","0.479","2.1499","1.104","0.11310511492321","0.946517754643988","1","0.626921524734389","1","CSN4,Txl,RhoBTB,spen","FBgn0027054,FBgn0035631,FBgn0036980,FBgn0016977"
"","REACTOME pathway","R-DME-200425","Carnitine metabolism","36","4","0.479","2.0902","1.064","0.122201538974758","0.912923324665997","1","0.626921524734389","1","ACC,CG4630,CG5592,CG8925","FBgn0033246,FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-6811440","Retrograde transport at the Trans-Golgi-Network","37","4","0.479","2.0337","1.024","0.131598728822247","0.880748305768795","1","0.626921524734389","1","Vps53,Vps51,Rich,Lerp","FBgn0031598,FBgn0034380,FBgn0028500,FBgn0051072"
"","REACTOME pathway","R-DME-75105","Fatty acyl-CoA biosynthesis","37","4","0.479","2.0337","1.024","0.131598728822247","0.880748305768795","1","0.626921524734389","1","ACC,CG18609,sea,ELOVL","FBgn0033246,FBgn0034382,FBgn0037912,FBgn0037534"
"","REACTOME pathway","R-DME-166520","Signaling by NTRKs","40","4","0.479","1.8812","0.912","0.161453581747676","0.791952315985952","1","0.644964571297297","1","Pp2A-29B,Sos,CG8878,Mi-2","FBgn0260439,FBgn0001965,FBgn0027504,FBgn0262519"
"","REACTOME pathway","R-DME-187037","Signaling by NTRK1 (TRKA)","40","4","0.479","1.8812","0.912","0.161453581747676","0.791952315985952","1","0.644964571297297","1","Pp2A-29B,Sos,CG8878,Mi-2","FBgn0260439,FBgn0001965,FBgn0027504,FBgn0262519"
"","REACTOME pathway","R-DME-6796648","TP53 Regulates Transcription of DNA Repair Genes","42","4","0.479","1.7916","0.841","0.182594159866204","0.738513117154634","1","0.654149853214042","1","Rpb5,Cdk9,dre4,CycT","FBgn0033571,FBgn0019949,FBgn0002183,FBgn0025455"
"","REACTOME pathway","R-DME-9018519","Estrogen-dependent gene expression","46","4","0.479","1.6358","0.71","0.227287630064295","0.643424199739191","1","0.666735473262724","1","Rpb5,Cdk9,CycT,nej","FBgn0033571,FBgn0019949,FBgn0025455,FBgn0261617"
"","REACTOME pathway","R-DME-6781823","Formation of TC-NER Pre-Incision Complex","47","4","0.479","1.601","0.679","0.238872031554833","0.621834696848981","1","0.666735473262724","1","CSN4,Cul4,Rpb5,nej","FBgn0027054,FBgn0033260,FBgn0033571,FBgn0261617"
"","REACTOME pathway","R-DME-3371453","Regulation of HSF1-mediated heat shock response","51","4","0.479","1.4754","0.561","0.286390039007939","0.543042091389033","1","0.682100352828951","1","Gp210,Mtor,Nup358,Nup214","FBgn0266580,FBgn0013756,FBgn0039302,FBgn0010660"
"","REACTOME pathway","R-DME-1660662","Glycosphingolipid metabolism","52","4","0.479","1.4471","0.533","0.29848987836772","0.525070390978751","1","0.682100352828951","1","CG30037,Ugt36F1,Ugt303B1,Ugt302K1","FBgn0050037,FBgn0027074,FBgn0039086,FBgn0040251"
"","REACTOME pathway","R-DME-2559583","Cellular Senescence","52","4","0.479","1.4471","0.533","0.29848987836772","0.525070390978751","1","0.682100352828951","1","Trx-2,rad50,tefu,Su(z)12","FBgn0040070,FBgn0034728,FBgn0045035,FBgn0020887"
"","REACTOME pathway","R-DME-15869","Metabolism of nucleotides","56","4","0.479","1.3437","0.426","0.347345062676696","0.459238870008299","1","0.682100352828951","1","r,Trx-2,CG15543,fal","FBgn0003189,FBgn0040070,FBgn0039799,FBgn0028380"
"","REACTOME pathway","R-DME-9753281","Paracetamol ADME","57","4","0.479","1.3201","0.401","0.359606509388321","0.444172455521006","1","0.685782262878732","1","Ugt36F1,Ugt303B1,rdog,Ugt302K1","FBgn0027074,FBgn0039086,FBgn0039644,FBgn0040251"
"","REACTOME pathway","R-DME-8948751","Regulation of PTEN stability and activity","59","4","0.479","1.2754","0.351","0.384099621091343","0.415556121259766","1","0.696977483768069","1","otu,STUB1,Usp5,Pten","FBgn0003023,FBgn0027052,FBgn0035402,FBgn0026379"
"","REACTOME pathway","R-DME-204005","COPII-mediated vesicle transport","66","4","0.479","1.1401","0.189","0.468375301383655","0.329406014444254","1","0.748414428947778","1","CG43366,Spn42Db,Syx17,Grasp65","FBgn0263109,FBgn0033112,FBgn0035540,FBgn0036919"
"","REACTOME pathway","R-DME-8939211","ESR-mediated signaling","67","4","0.479","1.1231","0.167","0.480103345206826","0.318665267995","1","0.755740010759134","1","Rpb5,Cdk9,CycT,nej","FBgn0033571,FBgn0019949,FBgn0025455,FBgn0261617"
"","REACTOME pathway","R-DME-195258","RHO GTPase Effectors","68","4","0.479","1.1066","0.146","0.491728826758136","0.308274331195254","1","0.76794687141857","1","Arpc5,neb,Pak3,c(3)G","FBgn0031437,FBgn0004374,FBgn0044826,FBgn0000246"
"","REACTOME pathway","R-DME-112314","Neurotransmitter receptors and postsynaptic signal transmission","83","4","0.479","0.9066","-0.141","0.650001655824698","0.18708553702697","1","0.85651259856067","1","nAChRalpha6,Ir76b,Nmdar1,pHCl-2","FBgn0032151,FBgn0036937,FBgn0010399,FBgn0039840"
"","REACTOME pathway","R-DME-917937","Iron uptake and transport","83","4","0.479","0.9066","-0.141","0.650001655824698","0.18708553702697","1","0.85651259856067","1","Vha100-3,CG4630,CG5592,CG8925","FBgn0028669,FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-69002","DNA Replication Pre-Initiation","90","4","0.479","0.8361","-0.258","0.711570182252119","0.147782258950516","1","0.892744790275264","1","RPA2,Orc4,Mcm2,DNApol-epsilon255","FBgn0032906,FBgn0023181,FBgn0014861,FBgn0264326"
"","REACTOME pathway","R-DME-449147","Signaling by Interleukins","106","4","0.479","0.7099","-0.494","0.821646930314623","0.0853147629421894","1","0.958816504614927","1","Pp2A-29B,hop,CG8878,CG42360","FBgn0260439,FBgn0004864,FBgn0027504,FBgn0259742"
"","REACTOME pathway","R-DME-388396","GPCR downstream signalling","108","4","0.479","0.6967","-0.521","0.832608631633636","0.0795590911054669","1","0.960875594904251","1","RSG7,Sos,PlexB,PlexA","FBgn0024941,FBgn0001965,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-196854","Metabolism of vitamins and cofactors","142","4","0.479","0.5299","-0.916","0.948016667046328","0.0231840272794229","1","0.988385508637586","1","yl,ACC,CG5687,qless","FBgn0004649,FBgn0033246,FBgn0035293,FBgn0051005"
"","REACTOME pathway","R-DME-3214847","HATs acetylate histones","7","3","0.359","8.0623","3.011","0.00445808578464386","2.35085157887081","1","0.288953017374743","1","enok,gsb,nej","FBgn0034975,FBgn0001148,FBgn0261617"
"","REACTOME pathway","R-DME-5685939","HDR through MMEJ (alt-NHEJ)","8","3","0.359","7.0545","2.819","0.00685264072825476","2.16414203687173","1","0.288953017374743","1","Parp,Fen1,rad50","FBgn0010247,FBgn0025832,FBgn0034728"
"","REACTOME pathway","R-DME-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","8","3","0.359","7.0545","2.819","0.00685264072825476","2.16414203687173","1","0.288953017374743","1","lok,rad50,tefu","FBgn0019686,FBgn0034728,FBgn0045035"
"","REACTOME pathway","R-DME-5693606","DNA Double Strand Break Response","9","3","0.359","6.2707","2.649","0.00987618577297725","2.00541074949951","1","0.356953571509035","1","lok,rad50,tefu","FBgn0019686,FBgn0034728,FBgn0045035"
"","REACTOME pathway","R-DME-166658","Complement cascade","10","3","0.359","5.6436","2.497","0.0135575794706559","1.86781784117492","1","0.428758450759493","1","fw,CG9095,hig","FBgn0001083,FBgn0030617,FBgn0010114"
"","REACTOME pathway","R-DME-977606","Regulation of Complement cascade","10","3","0.359","5.6436","2.497","0.0135575794706559","1.86781784117492","1","0.428758450759493","1","fw,CG9095,hig","FBgn0001083,FBgn0030617,FBgn0010114"
"","REACTOME pathway","R-DME-399954","Sema3A PAK dependent Axon repulsion","12","3","0.359","4.703","2.234","0.0229593744746836","1.6390399484123","1","0.493322669924725","1","Pak3,PlexB,PlexA","FBgn0044826,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-69473","G2/M DNA damage checkpoint","12","3","0.359","4.703","2.234","0.0229593744746836","1.6390399484123","1","0.493322669924725","1","Cdk1,lok,mus304","FBgn0004106,FBgn0019686,FBgn0002901"
"","REACTOME pathway","R-DME-5656169","Termination of translesion DNA synthesis","13","3","0.359","4.3412","2.118","0.0286912726253273","1.5422501878328","1","0.520375452884638","1","RPA2,Gnf1,DNApol-epsilon255","FBgn0032906,FBgn0004913,FBgn0264326"
"","REACTOME pathway","R-DME-110312","Translesion synthesis by REV1","15","3","0.359","3.7624","1.912","0.0421936007854857","1.37475341051435","1","0.520375452884638","1","RPA2,Rev1,Gnf1","FBgn0032906,FBgn0035150,FBgn0004913"
"","REACTOME pathway","R-DME-5655862","Translesion synthesis by POLK","15","3","0.359","3.7624","1.912","0.0421936007854857","1.37475341051435","1","0.520375452884638","1","RPA2,Rev1,Gnf1","FBgn0032906,FBgn0035150,FBgn0004913"
"","REACTOME pathway","R-DME-5673000","RAF activation","15","3","0.359","3.7624","1.912","0.0421936007854857","1.37475341051435","1","0.520375452884638","1","Pp2A-29B,hop,CG32568","FBgn0260439,FBgn0004864,FBgn0052568"
"","REACTOME pathway","R-DME-5656121","Translesion synthesis by POLI","16","3","0.359","3.5272","1.819","0.0499377667956468","1.30157088309027","1","0.520375452884638","1","RPA2,Rev1,Gnf1","FBgn0032906,FBgn0035150,FBgn0004913"
"","REACTOME pathway","R-DME-1169408","ISG15 antiviral mechanism","17","3","0.359","3.3198","1.731","0.0583189842976307","1.23419004843795","1","0.544424934363993","1","Ubc10,eIF4E3,eIF4G2","FBgn0026316,FBgn0265089,FBgn0260634"
"","REACTOME pathway","R-DME-69186","Lagging Strand Synthesis","17","3","0.359","3.3198","1.731","0.0583189842976307","1.23419004843795","1","0.544424934363993","1","RPA2,Fen1,Gnf1","FBgn0032906,FBgn0025832,FBgn0004913"
"","REACTOME pathway","R-DME-1169410","Antiviral mechanism by IFN-stimulated genes","18","3","0.359","3.1353","1.649","0.0673140374476475","1.17189435999075","1","0.549369402395317","1","Ubc10,eIF4E3,eIF4G2","FBgn0026316,FBgn0265089,FBgn0260634"
"","REACTOME pathway","R-DME-5578775","Ion homeostasis","18","3","0.359","3.1353","1.649","0.0673140374476475","1.17189435999075","1","0.549369402395317","1","Trpgamma,trp,SERCA","FBgn0032593,FBgn0003861,FBgn0263006"
"","REACTOME pathway","R-DME-69273","Cyclin A/B1/B2 associated events during G2/M transition","18","3","0.359","3.1353","1.649","0.0673140374476475","1.17189435999075","1","0.549369402395317","1","Pp2A-29B,Cdk1,CG4733","FBgn0260439,FBgn0004106,FBgn0038744"
"","REACTOME pathway","R-DME-198725","Nuclear Events (kinase and transcription factor activation)","19","3","0.359","2.9703","1.571","0.0768968648642069","1.1140913663095","1","0.584039282138945","1","Pp2A-29B,CG8878,Mi-2","FBgn0260439,FBgn0027504,FBgn0262519"
"","REACTOME pathway","R-DME-6804758","Regulation of TP53 Activity through Acetylation","20","3","0.359","2.8218","1.497","0.0870391124173019","1.06028554634803","1","0.613679514947577","1","enok,Mi-2,nej","FBgn0034975,FBgn0262519,FBgn0261617"
"","REACTOME pathway","R-DME-8939243","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","22","3","0.359","2.5653","1.359","0.108879887194413","0.9630523377576","1","0.626921524734389","1","osa,polybromo,nej","FBgn0261885,FBgn0039227,FBgn0261617"
"","REACTOME pathway","R-DME-1483166","Synthesis of PA","23","3","0.359","2.4537","1.295","0.120514404092472","0.918961042350346","1","0.626921524734389","1","Gpat4,CG9452,CG6656","FBgn0034971,FBgn0036877,FBgn0038912"
"","REACTOME pathway","R-DME-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","23","3","0.359","2.4537","1.295","0.120514404092472","0.918961042350346","1","0.626921524734389","1","Ubc10,Usp5,faf","FBgn0026316,FBgn0035402,FBgn0005632"
"","REACTOME pathway","R-DME-936837","Ion transport by P-type ATPases","23","3","0.359","2.4537","1.295","0.120514404092472","0.918961042350346","1","0.626921524734389","1","CG33310,CG9981,SERCA","FBgn0053310,FBgn0030746,FBgn0263006"
"","REACTOME pathway","R-DME-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","24","3","0.359","2.3515","1.234","0.132581049593021","0.877518547163014","1","0.626921524734389","1","CG33310,Parp,faf","FBgn0053310,FBgn0010247,FBgn0005632"
"","REACTOME pathway","R-DME-416482","G alpha (12/13) signalling events","24","3","0.359","2.3515","1.234","0.132581049593021","0.877518547163014","1","0.626921524734389","1","Sos,PlexB,PlexA","FBgn0001965,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-913531","Interferon Signaling","24","3","0.359","2.3515","1.234","0.132581049593021","0.877518547163014","1","0.626921524734389","1","Ubc10,eIF4E3,eIF4G2","FBgn0026316,FBgn0265089,FBgn0260634"
"","REACTOME pathway","R-DME-373755","Semaphorin interactions","26","3","0.359","2.1706","1.118","0.157876815383213","0.801681642571979","1","0.640260804596534","1","Pak3,PlexB,PlexA","FBgn0044826,FBgn0025740,FBgn0025741"
"","REACTOME pathway","R-DME-9013420","RHOU GTPase cycle","27","3","0.359","2.0902","1.064","0.171039032806157","0.76690476798268","1","0.654149853214042","1","Txl,Pak3,faf","FBgn0035631,FBgn0044826,FBgn0005632"
"","REACTOME pathway","R-DME-1483249","Inositol phosphate metabolism","28","3","0.359","2.0156","1.011","0.184500000080845","0.73400362931462","1","0.654149853214042","1","5PtaseI,Pld3,Pten","FBgn0259178,FBgn0032923,FBgn0026379"
"","REACTOME pathway","R-DME-3214815","HDACs deacetylate histones","28","3","0.359","2.0156","1.011","0.184500000080845","0.73400362931462","1","0.654149853214042","1","rgr,Mi-2,Su(var)3-3","FBgn0267792,FBgn0262519,FBgn0260397"
"","REACTOME pathway","R-DME-5654736","Signaling by FGFR1","28","3","0.359","2.0156","1.011","0.184500000080845","0.73400362931462","1","0.654149853214042","1","Pp2A-29B,Sos,Spred","FBgn0260439,FBgn0001965,FBgn0020767"
"","REACTOME pathway","R-DME-69231","Cyclin D associated events in G1","28","3","0.359","2.0156","1.011","0.184500000080845","0.73400362931462","1","0.654149853214042","1","Pp2A-29B,hop,CG4733","FBgn0260439,FBgn0004864,FBgn0038744"
"","REACTOME pathway","R-DME-69236","G1 Phase","28","3","0.359","2.0156","1.011","0.184500000080845","0.73400362931462","1","0.654149853214042","1","Pp2A-29B,hop,CG4733","FBgn0260439,FBgn0004864,FBgn0038744"
"","REACTOME pathway","R-DME-2161517","Abacavir transmembrane transport","29","3","0.359","1.9461","0.961","0.198227228246679","0.702836691600952","1","0.654149853214042","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-561048","Organic anion transport","29","3","0.359","1.9461","0.961","0.198227228246679","0.702836691600952","1","0.654149853214042","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-9013424","RHOV GTPase cycle","29","3","0.359","1.9461","0.961","0.198227228246679","0.702836691600952","1","0.654149853214042","1","Txl,Pak3,faf","FBgn0035631,FBgn0044826,FBgn0005632"
"","REACTOME pathway","R-DME-1660661","Sphingolipid de novo biosynthesis","30","3","0.359","1.8812","0.912","0.212188900360043","0.673277337863817","1","0.666735473262724","1","CG7115,schlank,CG34194","FBgn0027515,FBgn0040918,FBgn0085223"
"","REACTOME pathway","R-DME-190236","Signaling by FGFR","30","3","0.359","1.8812","0.912","0.212188900360043","0.673277337863817","1","0.666735473262724","1","Pp2A-29B,Sos,Spred","FBgn0260439,FBgn0001965,FBgn0020767"
"","REACTOME pathway","R-DME-2672351","Stimuli-sensing channels","30","3","0.359","1.8812","0.912","0.212188900360043","0.673277337863817","1","0.666735473262724","1","Trpgamma,subdued,trp","FBgn0032593,FBgn0038721,FBgn0003861"
"","REACTOME pathway","R-DME-5696395","Formation of Incision Complex in GG-NER","30","3","0.359","1.8812","0.912","0.212188900360043","0.673277337863817","1","0.666735473262724","1","Parp,RPA2,Cul4","FBgn0010247,FBgn0032906,FBgn0033260"
"","REACTOME pathway","R-DME-165159","MTOR signalling","31","3","0.359","1.8205","0.864","0.226353994135328","0.64521183774647","1","0.666735473262724","1","eIF4E3,gig,Tor","FBgn0265089,FBgn0005198,FBgn0021796"
"","REACTOME pathway","R-DME-2161522","Abacavir ADME","32","3","0.359","1.7636","0.819","0.240692384287202","0.618537650956249","1","0.666735473262724","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-9793528","Ciprofloxacin ADME","32","3","0.359","1.7636","0.819","0.240692384287202","0.618537650956249","1","0.666735473262724","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-432722","Golgi Associated Vesicle Biogenesis","33","3","0.359","1.7102","0.774","0.25517492666464","0.593162001369982","1","0.682100352828951","1","CG3652,Lerp,or","FBgn0031600,FBgn0051072,FBgn0003008"
"","REACTOME pathway","R-DME-549127","Organic cation transport","33","3","0.359","1.7102","0.774","0.25517492666464","0.593162001369982","1","0.682100352828951","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-549132","Organic cation/anion/zwitterion transport","33","3","0.359","1.7102","0.774","0.25517492666464","0.593162001369982","1","0.682100352828951","1","CG4630,CG5592,CG8925","FBgn0033809,FBgn0035645,FBgn0038404"
"","REACTOME pathway","R-DME-1483255","PI Metabolism","34","3","0.359","1.6599","0.731","0.269773526087955","0.569000671558268","1","0.682100352828951","1","CG14411,CG5026,Pten","FBgn0030582,FBgn0035945,FBgn0026379"
"","REACTOME pathway","R-DME-199418","Negative regulation of the PI3K/AKT network","34","3","0.359","1.6599","0.731","0.269773526087955","0.569000671558268","1","0.682100352828951","1","Pp2A-29B,CG32568,Pten","FBgn0260439,FBgn0052568,FBgn0026379"
"","REACTOME pathway","R-DME-9639288","Amino acids regulate mTORC1","34","3","0.359","1.6599","0.731","0.269773526087955","0.569000671558268","1","0.682100352828951","1","Vha100-3,BHD,Tor","FBgn0028669,FBgn0261111,FBgn0021796"
"","REACTOME pathway","R-DME-9711097","Cellular response to starvation","34","3","0.359","1.6599","0.731","0.269773526087955","0.569000671558268","1","0.682100352828951","1","Vha100-3,BHD,Tor","FBgn0028669,FBgn0261111,FBgn0021796"
"","REACTOME pathway","R-DME-6794362","Protein-protein interactions at synapses","35","3","0.359","1.6125","0.689","0.28446118963465","0.545976978046666","1","0.682100352828951","1","Ir76b,Nmdar1,yrt","FBgn0036937,FBgn0010399,FBgn0004049"
"","REACTOME pathway","R-DME-8852135","Protein ubiquitination","35","3","0.359","1.6125","0.689","0.28446118963465","0.545976978046666","1","0.682100352828951","1","Ubc10,Usp5,faf","FBgn0026316,FBgn0035402,FBgn0005632"
"","REACTOME pathway","R-DME-2995410","Nuclear Envelope (NE) Reassembly","37","3","0.359","1.5253","0.609","0.314001479156643","0.503068306104954","1","0.682100352828951","1","Pp2A-29B,CG8878,Nup214","FBgn0260439,FBgn0027504,FBgn0010660"
"","REACTOME pathway","R-DME-8943724","Regulation of PTEN gene transcription","37","3","0.359","1.5253","0.609","0.314001479156643","0.503068306104954","1","0.682100352828951","1","Mi-2,Tor,Su(z)12","FBgn0262519,FBgn0021796,FBgn0020887"
