Name	Family	Type
Gypsy-6_DSe-LTR	Gypsy	LTR
Gypsy-6_DSim-I	Gypsy	LTR
Gypsy-6_DSim-LTR	Gypsy	LTR
Gypsy-6_DTa-I	Gypsy	LTR
Gypsy-6_DTa-LTR	Gypsy	LTR
Gypsy-6_DVir-I	Gypsy	LTR
Gypsy-6_DVir-LTR	Gypsy	LTR
Gypsy-6_DWil-I	Gypsy	LTR
Gypsy-6_DWil-LTR	Gypsy	LTR
Gypsy-60_DWil-I	Gypsy	LTR
Gypsy-60_DWil-LTR	Gypsy	LTR
Gypsy-61_DWil-I	Gypsy	LTR
Gypsy-61_DWil-LTR	Gypsy	LTR
Gypsy-62_DWil-I	Gypsy	LTR
Gypsy-62_DWil-LTR	Gypsy	LTR
Gypsy-63_DWil-I	Gypsy	LTR
Gypsy-63_DWil-LTR	Gypsy	LTR
Gypsy-64_DWil-I	Gypsy	LTR
Gypsy-64_DWil-LTR	Gypsy	LTR
Gypsy-7_DAn-I	Gypsy	LTR
Gypsy-7_DAn-LTR	Gypsy	LTR
Gypsy-7_DBi-I	Gypsy	LTR
Gypsy-7_DBi-LTR	Gypsy	LTR
Gypsy-7_DBp-I	Gypsy	LTR
Gypsy-7_DBp-LTR	Gypsy	LTR
Gypsy-7_DEl-I	Gypsy	LTR
Gypsy-7_DEl-LTR	Gypsy	LTR
Gypsy-7_DEu-I	Gypsy	LTR
Gypsy-7_DEu-LTR	Gypsy	LTR
Gypsy-7_DFi-I	Gypsy	LTR
Gypsy-7_DFi-LTR	Gypsy	LTR
Gypsy-7_DPer-I	Gypsy	LTR
Gypsy-7_DPer-LTR	Gypsy	LTR
Gypsy-7_DRh-I	Gypsy	LTR
Gypsy-7_DRh-LTR	Gypsy	LTR
Gypsy-7_DSe-I	Gypsy	LTR
Gypsy-7_DSe-LTR	Gypsy	LTR
Gypsy-7_DSim-I	Gypsy	LTR
Gypsy-7_DSim-LTR	Gypsy	LTR
Gypsy-7_DTa-I	Gypsy	LTR
Gypsy-7_DTa-LTR	Gypsy	LTR
Gypsy-7_DVir-I	Gypsy	LTR
Gypsy-7_DVir-LTR	Gypsy	LTR
Gypsy-7_DWil-I	Gypsy	LTR
Gypsy-7_DWil-LTR	Gypsy	LTR
Gypsy-8_DAn-I	Gypsy	LTR
Gypsy-8_DAn-LTR	Gypsy	LTR
Gypsy-8_DBi-I	Gypsy	LTR
Gypsy-8_DBi-LTR	Gypsy	LTR
Gypsy-8_DBp-I	Gypsy	LTR
Gypsy-8_DBp-LTR	Gypsy	LTR
Gypsy-8_DEl-I	Gypsy	LTR
Gypsy-8_DEl-LTR	Gypsy	LTR
Gypsy-8_DEu-I	Gypsy	LTR
Gypsy-8_DEu-LTR	Gypsy	LTR
Gypsy-8_DFi-I	Gypsy	LTR
Gypsy-8_DFi-LTR	Gypsy	LTR
Gypsy-8_DMoj-I	Gypsy	LTR
Gypsy-8_DMoj-LTR	Gypsy	LTR
Gypsy-8_DPer-I	Gypsy	LTR
Gypsy-8_DPer-LTR	Gypsy	LTR
Gypsy-8_DRh-I	Gypsy	LTR
Gypsy-8_DRh-LTR	Gypsy	LTR
Gypsy-8_DSe-I	Gypsy	LTR
Gypsy-8_DSe-LTR	Gypsy	LTR
Gypsy-8_DSim-I	Gypsy	LTR
Gypsy-8_DTa-I	Gypsy	LTR
Gypsy-8_DTa-LTR	Gypsy	LTR
Gypsy-8_DVir-I	Gypsy	LTR
Gypsy-8_DVir-LTR	Gypsy	LTR
Gypsy-8_DWil-I	Gypsy	LTR
Gypsy-8_DWil-LTR	Gypsy	LTR
Gypsy-9_DAn-I	Gypsy	LTR
Gypsy-9_DAn-LTR	Gypsy	LTR
Gypsy-9_DBi-I	Gypsy	LTR
Gypsy-9_DBi-LTR	Gypsy	LTR
Gypsy-9_DBp-I	Gypsy	LTR
Gypsy-9_DBp-LTR	Gypsy	LTR
Gypsy-9_DEl-I	Gypsy	LTR
Gypsy-9_DEl-LTR	Gypsy	LTR
Gypsy-9_DEu-I	Gypsy	LTR
Gypsy-9_DEu-LTR	Gypsy	LTR
Gypsy-9_DFi-I	Gypsy	LTR
Gypsy-9_DFi-LTR	Gypsy	LTR
Gypsy-9_DMoj-I	Gypsy	LTR
Gypsy-9_DMoj-LTR	Gypsy	LTR
Gypsy-9_DPer-I	Gypsy	LTR
Gypsy-9_DPer-LTR	Gypsy	LTR
Gypsy-9_DRh-I	Gypsy	LTR
Gypsy-9_DRh-LTR	Gypsy	LTR
Gypsy-9_DSim-I	Gypsy	LTR
Gypsy-9_DSim-LTR	Gypsy	LTR
Gypsy-9_DTa-I	Gypsy	LTR
Gypsy-9_DTa-LTR	Gypsy	LTR
Gypsy-9_DVir-I	Gypsy	LTR
Gypsy-9_DVir-LTR	Gypsy	LTR
Gypsy-9_DWil-I	Gypsy	LTR
Gypsy-9_DWil-LTR	Gypsy	LTR
Gypsy1-I_DM	Gypsy	LTR
Gypsy1-I_Dmoj	Gypsy	LTR
Gypsy1-I_Dpse	Gypsy	LTR
Gypsy1-I_DV	Gypsy	LTR
Gypsy1-I_Dya	Gypsy	LTR
Gypsy1-LTR_DM	Gypsy	LTR
Gypsy1-LTR_Dmoj	Gypsy	LTR
Gypsy1-LTR_Dpse	Gypsy	LTR
Gypsy1-LTR_DV	Gypsy	LTR
Gypsy1-LTR_Dya	Gypsy	LTR
Gypsy10_I	Gypsy	LTR
Gypsy10_LTR	Gypsy	LTR
Gypsy10-I_Dpse	Gypsy	LTR
Gypsy10-I_Dya	Gypsy	LTR
Gypsy10-LTR_Dpse	Gypsy	LTR
Gypsy10-LTR_Dya	Gypsy	LTR
Gypsy11_I	Gypsy	LTR
Gypsy11_LTR	Gypsy	LTR
Gypsy11-I_Dpse	Gypsy	LTR
Gypsy11-I_Dya	Gypsy	LTR
Gypsy11-LTR_Dpse	Gypsy	LTR
Gypsy11-LTR_Dya	Gypsy	LTR
Gypsy12_I	Gypsy	LTR
Gypsy12_LTR	Gypsy	LTR
Gypsy12-I_Dpse	Gypsy	LTR
Gypsy12-I_Dya	Gypsy	LTR
Gypsy12-LTR_Dpse	Gypsy	LTR
Gypsy12-LTR_Dya	Gypsy	LTR
Gypsy12A_LTR	Gypsy	LTR
Gypsy13-I_Dpse	Gypsy	LTR
Gypsy13-I_Dya	Gypsy	LTR
Gypsy13-LTR_Dpse	Gypsy	LTR
Gypsy13-LTR_Dya	Gypsy	LTR
Gypsy14-I_Dpse	Gypsy	LTR
Gypsy14-I_Dya	Gypsy	LTR
Gypsy14-LTR_Dpse	Gypsy	LTR
Gypsy14-LTR_Dya	Gypsy	LTR
Gypsy15-I_Dpse	Gypsy	LTR
Gypsy15-I_Dya	Gypsy	LTR
Gypsy15-LTR_Dpse	Gypsy	LTR
Gypsy15-LTR_Dya	Gypsy	LTR
Gypsy16-I_Dpse	Gypsy	LTR
Gypsy16-I_Dya	Gypsy	LTR
Gypsy16-LTR_Dpse	Gypsy	LTR
Gypsy16-LTR_Dya	Gypsy	LTR
Gypsy17-I_Dpse	Gypsy	LTR
Gypsy17-I_Dya	Gypsy	LTR
Gypsy17-LTR_Dpse	Gypsy	LTR
Gypsy17-LTR_Dya	Gypsy	LTR
Gypsy18-I_Dpse	Gypsy	LTR
Gypsy18-I_Dya	Gypsy	LTR
Gypsy18-LTR_Dpse	Gypsy	LTR
Gypsy18-LTR_Dya	Gypsy	LTR
Gypsy19-I_Dpse	Gypsy	LTR
Gypsy19-I_Dya	Gypsy	LTR
Gypsy19-LTR_Dpse	Gypsy	LTR
Gypsy19-LTR_Dya	Gypsy	LTR
Gypsy2_I	Gypsy	LTR
Gypsy2_LTR	Gypsy	LTR
Gypsy2-I_DM	Gypsy	LTR
Gypsy2-I_Dmoj	Gypsy	LTR
Gypsy2-I_Dpse	Gypsy	LTR
Gypsy2-I_DV	Gypsy	LTR
Gypsy2-I_Dya	Gypsy	LTR
Gypsy2-LTR_DM	Gypsy	LTR
Gypsy2-LTR_Dmoj	Gypsy	LTR
Gypsy2-LTR_Dpse	Gypsy	LTR
Gypsy2-LTR_DV	Gypsy	LTR
Gypsy2-LTR_Dya	Gypsy	LTR
Gypsy20-I_Dpse	Gypsy	LTR
Gypsy20-I_Dya	Gypsy	LTR
Gypsy20-LTR_Dpse	Gypsy	LTR
Gypsy20-LTR_Dya	Gypsy	LTR
Gypsy21-I_Dpse	Gypsy	LTR
Gypsy21-LTR_Dpse	Gypsy	LTR
Gypsy22-I_Dpse	Gypsy	LTR
Gypsy22-LTR_Dpse	Gypsy	LTR
Gypsy23-I_Dpse	Gypsy	LTR
Gypsy23-LTR_Dpse	Gypsy	LTR
Gypsy24-I_Dpse	Gypsy	LTR
Gypsy24-LTR_Dpse	Gypsy	LTR
Gypsy3_DV-I	Gypsy	LTR
Gypsy3_DV-LTR	Gypsy	LTR
Gypsy3_I	Gypsy	LTR
Gypsy3_LTR	Gypsy	LTR
Gypsy3-I_Dmoj	Gypsy	LTR
Gypsy3-I_Dpse	Gypsy	LTR
Gypsy3-I_Dya	Gypsy	LTR
Gypsy3-LTR_Dmoj	Gypsy	LTR
Gypsy3-LTR_Dpse	Gypsy	LTR
Gypsy3-LTR_Dya	Gypsy	LTR
Gypsy4_I	Gypsy	LTR
Gypsy4_LTR	Gypsy	LTR
Gypsy4-I_Dmoj	Gypsy	LTR
Gypsy4-I_Dpse	Gypsy	LTR
Gypsy4-I_Dya	Gypsy	LTR
Gypsy4-LTR_Dmoj	Gypsy	LTR
Gypsy4-LTR_Dpse	Gypsy	LTR
Gypsy4-LTR_Dya	Gypsy	LTR
Gypsy5_I	Gypsy	LTR
Gypsy5_LTR	Gypsy	LTR
Gypsy5-I_Dmoj	Gypsy	LTR
Gypsy5-I_Dpse	Gypsy	LTR
Gypsy5-I_Dya	Gypsy	LTR
Gypsy5-LTR_Dmoj	Gypsy	LTR
Gypsy5-LTR_Dpse	Gypsy	LTR
Gypsy5-LTR_Dya	Gypsy	LTR
Gypsy6_I	Gypsy	LTR
Gypsy6_LTR	Gypsy	LTR
Gypsy6-I_Dmoj	Gypsy	LTR
Gypsy6-I_Dpse	Gypsy	LTR
Gypsy6-I_Dya	Gypsy	LTR
Gypsy6-LTR_Dmoj	Gypsy	LTR
Gypsy6-LTR_Dpse	Gypsy	LTR
Gypsy6-LTR_Dya	Gypsy	LTR
Gypsy6A_LTR	Gypsy	LTR
Gypsy7_I	Gypsy	LTR
Gypsy7_LTR	Gypsy	LTR
Gypsy7-I_Dmoj	Gypsy	LTR
Gypsy7-I_Dpse	Gypsy	LTR
Gypsy7-I_Dya	Gypsy	LTR
Gypsy7-LTR_Dmoj	Gypsy	LTR
Gypsy7-LTR_Dpse	Gypsy	LTR
Gypsy7-LTR_Dya	Gypsy	LTR
Gypsy8_I	Gypsy	LTR
Gypsy8_LTR	Gypsy	LTR
Gypsy8-I_Dpse	Gypsy	LTR
Gypsy8-I_Dya	Gypsy	LTR
Gypsy8-LTR_Dpse	Gypsy	LTR
Gypsy8-LTR_Dya	Gypsy	LTR
Gypsy9_I	Gypsy	LTR
Gypsy9_LTR	Gypsy	LTR
Gypsy9-I_Dpse	Gypsy	LTR
Gypsy9-I_Dya	Gypsy	LTR
Gypsy9-LTR_Dpse	Gypsy	LTR
Gypsy9-LTR_Dya	Gypsy	LTR
Gypsy	Gypsy	LTR
Gypsy1_DM	Gypsy	LTR
Gypsy-24_DYa	Gypsy	LTR
Gypsy11	Gypsy	LTR
Gypsy-26_DYa	Gypsy	LTR
Gypsy6	Gypsy	LTR
Gypsy5	Gypsy	LTR
Gypsy-4_DSim	Gypsy	LTR
Gypsy-1_DSim	Gypsy	LTR
Gypsy8	Gypsy	LTR
Gypsy4	Gypsy	LTR
Gypsy12	Gypsy	LTR
Gypsy20_Dya	Gypsy	LTR
Gypsy2_DM	Gypsy	LTR
Gypsy9	Gypsy	LTR
Gypsy-8_DEl	Gypsy	LTR
Gypsy10	Gypsy	LTR
Gypsy2	Gypsy	LTR
Gypsy7	Gypsy	LTR
Gypsy-6_DSe	Gypsy	LTR
Gypsy3	Gypsy	LTR
Gypsy5	Gypsy	LTR
Gypsy-4_DSim	Gypsy	LTR
Gypsy7	Gypsy	LTR
Harbinger-1_DF	PIF-Harbinger	DNA
Harbinger-1_DK	PIF-Harbinger	DNA
Harbinger-1_DRh	PIF-Harbinger	DNA
Harbinger-1_DW	PIF-Harbinger	DNA
Harbinger-1N1_DF	PIF-Harbinger	DNA
Harbinger-1N1_DK	PIF-Harbinger	DNA
Harbinger-1N1_DRh	PIF-Harbinger	DNA
Harbinger-2_DRh	PIF-Harbinger	DNA
Harbinger-2B_DRh	PIF-Harbinger	DNA
Harbinger-N1_DPe	PIF-Harbinger	DNA
Harbinger1_DYa	PIF-Harbinger	DNA
hAT-1_DAn	hAT-Charlie	DNA
hAT-1_DBp	hAT-Blackjack	DNA
hAT-1_DEl	hAT-Ac	DNA
hAT-1_DF	hAT-hobo	DNA
hAT-1_DK	hAT-Ac	DNA
hAT-1_DP	hAT-Ac	DNA
hAT-1_DRh	hAT-Ac	DNA
hAT-1_DSi	hAT-Ac	DNA
hAT-1_DT	hAT-Pegasus	DNA
hAT-10_DBp	hAT-hobo	DNA
hAT-1N_DP	hAT	DNA
hAT-1N_DW	hAT-hobo	DNA
hAT-2_DBp	hAT-Ac	DNA
hAT-2_DF	hAT-hobo	DNA
hAT-2_DK	hAT-Ac	DNA
hAT-2_DRh	hAT-hobo	DNA
hAT-2_DSe	hAT-Ac	DNA
hAT-2_DT	hAT-hobo	DNA
hAT-2_DY	hAT-hobo	DNA
hAT-2N1_DF	hAT-hobo	DNA
hAT-3_DBp	hAT-Ac	DNA
hAT-3_DF	hAT-Ac	DNA
hAT-3_DK	hAT-Ac	DNA
hAT-3_DRh	hAT-hobo	DNA
hAT-3_DT	hAT-hobo	DNA
hAT-4_DBp	hAT-Ac	DNA
hAT-4_DK	hAT-hobo	DNA
hAT-4_DRh	hAT-hobo	DNA
hAT-5_DBp	hAT-Ac	DNA
hAT-5_DK	hAT-hobo	DNA
hAT-5_DRh	hAT-Ac	DNA
hAT-5N1_DK	hAT-hobo	DNA
hAT-5N1_DRh	hAT-Ac	DNA
hAT-6_DBp	hAT-hobo	DNA
hAT-6_DK	hAT-hobo	DNA
hAT-6_DRh	hAT-Ac	DNA
hAT-7_DBp	hAT-hobo	DNA
hAT-8_DBp	hAT-hobo	DNA
hAT-9_DBp	hAT-Pegasus	DNA
hAT-N1_DBp	hAT-Ac	DNA
hAT-N1_DEl	hAT-Ac	DNA
hAT-N1_DK	hAT-Ac	DNA
hAT-N1B_DBp	hAT-Ac	DNA
HELENA	Jockey	Non-LTR_retrotransposon
Helena_Ds	Jockey	Non-LTR_retrotransposon
HELENA_RT	Jockey	Non-LTR_retrotransposon
Helitron-1_DAna	Helitron	RC
Helitron-1_DBp	Helitron	RC
Helitron-1_DEl	Helitron	RC
Helitron-1_DEu	Helitron	RC
Helitron-1_DF	Helitron	RC
Helitron-1_DK	Helitron	RC
Helitron-1_DPe	Helitron	RC
Helitron-1_DT	Helitron	RC
Helitron-1_DVir	Helitron	RC
Helitron-1_DYak	Helitron	RC
Helitron-1N_DF	Helitron	RC
Helitron-1N1_DVir	Helitron	RC
Helitron-2_DBp	Helitron	RC
Helitron-2_DF	Helitron	RC
Helitron-2_DRh	Helitron	RC
Helitron-2_DVir	Helitron	RC
Helitron-2N_DW	Helitron	RC
Helitron-2N1_DVir	Helitron	RC
Helitron-3_DRh	Helitron	RC
Helitron-4_DRh	Helitron	RC
Helitron-5_DRh	Helitron	RC
Helitron-6_DRh	Helitron	RC
Helitron-7_DRh	Helitron	RC
Helitron-8_DRh	Helitron	RC
Helitron-9_DRh	Helitron	RC
Helitron-N1_DAn	Helitron	RC
Helitron-N1_DBi	Helitron	RC
Helitron-N1_DBp	Helitron	RC
Helitron-N1_DEl	Helitron	RC
Helitron-N2_DBi	Helitron	RC
Helitron-N2_DBp	Helitron	RC
Helitron-N2_DEl	Helitron	RC
Helitron-N2_DT	Helitron	RC
Helitron-N3_DT	Helitron	RC
Helitron1_DM	Helitron	RC
Helitron1_Dmoj	Helitron	RC
HelitronN-1_DPe	Helitron	RC
HET-A_DV	Jockey	Non-LTR_retrotransposon
HeT-A2_DVi	Jockey	Non-LTR_retrotransposon
HeT-A3_DVi	Jockey	Non-LTR_retrotransposon
HETA	Jockey	Non-LTR_retrotransposon
HETA_DSi	Jockey	Non-LTR_retrotransposon
Heta-1_D	Jockey	Non-LTR_retrotransposon
Heta-3	Jockey	Non-LTR_retrotransposon
Heta-5	Jockey	Non-LTR_retrotransposon
Heta-2	Jockey	Non-LTR_retrotransposon
HETRP_DM	Satellite	Satellite
HMSBEAGLE_I	Gypsy	LTR
Hoana1	hAT-hobo	DNA
Hoana2	hAT-Ac	DNA
Hoana3	hAT-hobo	DNA
Hoana4	hAT-hobo	DNA
Hoana5	hAT-Ac	DNA
Hoana6	hAT-Ac	DNA
Hoana7	hAT-Ac	DNA
Hoana8	hAT-hobo	DNA
HOBO	hAT-hobo	DNA
Hogri1	hAT-hobo	DNA
Homo1	hAT-hobo	DNA
Homo10	hAT-Ac	DNA
Homo11	hAT-hobo	DNA
Homo2	hAT-Ac	DNA
Homo3	hAT-Ac	DNA
Homo4	hAT-hobo	DNA
Homo5	hAT-Ac	DNA
Homo6	hAT-Pegasus	DNA
Homo7	hAT-Ac	DNA
Homo8	hAT-Ac	DNA
Homo9	hAT-Ac	DNA
Hopers2	hAT-hobo	DNA
Hopers3	hAT-Pegasus	DNA
Hopseu2	hAT-Pegasus	DNA
Hovi1	hAT-hobo	DNA
Hovi2	hAT-hobo	DNA
Howilli1	hAT-Ac	DNA
Howilli2	hAT-hobo	DNA
Howilli3	hAT-Ac	DNA
Howilli4	hAT-hobo	DNA
Howilli5	hAT-hobo	DNA
Hoyak1	hAT-hobo	DNA
Hoyak2	hAT-Ac	DNA
Hoyak3	hAT-Pegasus	DNA
I_DM	I	Non-LTR_retrotransposon
I-1_DAn	I	Non-LTR_retrotransposon
I-1_DBi	I	Non-LTR_retrotransposon
I-1_DBp	I	Non-LTR_retrotransposon
I-1_DEl	I	Non-LTR_retrotransposon
I-1_DEu	I	Non-LTR_retrotransposon
I-1_DF	I	Non-LTR_retrotransposon
I-1_DK	I	Non-LTR_retrotransposon
I-1_DPe	I	Non-LTR_retrotransposon
I-1_DT	I	Non-LTR_retrotransposon
I-1_DVi	I	Non-LTR_retrotransposon
I-1_DWi	I	Non-LTR_retrotransposon
I-1_DYa	I	Non-LTR_retrotransposon
I-10_DBi	I	Non-LTR_retrotransposon
I-2_DAn	I	Non-LTR_retrotransposon
I-2_DBi	I	Non-LTR_retrotransposon
I-2_DBp	I	Non-LTR_retrotransposon
I-2_DEl	I	Non-LTR_retrotransposon
I-2_DEu	I	Non-LTR_retrotransposon
I-2_DF	I	Non-LTR_retrotransposon
I-2_DK	I	Non-LTR_retrotransposon
I-2_DVi	I	Non-LTR_retrotransposon
I-2_DWi	I	Non-LTR_retrotransposon
I-2_DYa	I	Non-LTR_retrotransposon
I-3_DAn	I	Non-LTR_retrotransposon
I-3_DBi	I	Non-LTR_retrotransposon
I-3_DBp	I	Non-LTR_retrotransposon
I-3_DEu	I	Non-LTR_retrotransposon
I-3_DF	I	Non-LTR_retrotransposon
I-3_DK	I	Non-LTR_retrotransposon
I-3_DYa	I	Non-LTR_retrotransposon
I-4_DAn	I	Non-LTR_retrotransposon
I-4_DBi	I	Non-LTR_retrotransposon
I-4_DBp	I	Non-LTR_retrotransposon
I-4_DEu	I	Non-LTR_retrotransposon
I-4_DF	I	Non-LTR_retrotransposon
I-4_DK	I	Non-LTR_retrotransposon
I-4_DYa	I	Non-LTR_retrotransposon
I-5_DBi	I	Non-LTR_retrotransposon
I-5_DBp	I	Non-LTR_retrotransposon
I-5_DF	I	Non-LTR_retrotransposon
I-5_DK	I	Non-LTR_retrotransposon
I-6_DBi	I	Non-LTR_retrotransposon
I-6_DBp	I	Non-LTR_retrotransposon
I-6_DF	I	Non-LTR_retrotransposon
I-6_DY	I	Non-LTR_retrotransposon
I-7_DBi	I	Non-LTR_retrotransposon
I-7_DBp	I	Non-LTR_retrotransposon
I-8_DBi	I	Non-LTR_retrotransposon
I-8_DBp	I	Non-LTR_retrotransposon
IDEFIX_I	Gypsy	LTR
IDEFIX_LTR	Gypsy	LTR
IDEFIX	Gypsy	LTR
INV2j_DB	P	DNA
Invader1_I	Gypsy	LTR
Invader1_LTR	Gypsy	LTR
Invader2_I	Gypsy	LTR
Invader2_LTR	Gypsy	LTR
Invader3_I	Gypsy	LTR
Invader3_LTR	Gypsy	LTR
Invader4_I	Gypsy	LTR
Invader4_LTR	Gypsy	LTR
Invader5_I	Gypsy	LTR
Invader5_LTR	Gypsy	LTR
Invader6_I	Gypsy	LTR
Invader6_LTR	Gypsy	LTR
Invader4	Gypsy	LTR
Invader2	Gypsy	LTR
Invader3	Gypsy	LTR
Invader5	Gypsy	LTR
Invader6	Gypsy	LTR
Invader1	Gypsy	LTR
ISFUN1	Helitron	RC
IVK_DM	I	Non-LTR_retrotransposon
Jockey-1_DAn	Jockey	Non-LTR_retrotransposon
Jockey-1_DBi	Jockey	Non-LTR_retrotransposon
Jockey-1_DBp	Jockey	Non-LTR_retrotransposon
Jockey-1_DEl	Jockey	Non-LTR_retrotransposon
Jockey-1_DEr	Jockey	Non-LTR_retrotransposon
Jockey-1_DEu	Jockey	Non-LTR_retrotransposon
Jockey-1_DF	Jockey	Non-LTR_retrotransposon
Jockey-1_DGri	Jockey	Non-LTR_retrotransposon
Jockey-1_DK	Jockey	Non-LTR_retrotransposon
Jockey-1_DPer	Jockey	Non-LTR_retrotransposon
Jockey-1_DRh	Jockey	Non-LTR_retrotransposon
Jockey-1_Dro	Jockey	Non-LTR_retrotransposon
Jockey-1_DSe	Jockey	Non-LTR_retrotransposon
Jockey-1_DSi	Jockey	Non-LTR_retrotransposon
Jockey-1_DT	Jockey	Non-LTR_retrotransposon
Jockey-1_DVi	Jockey	Non-LTR_retrotransposon
Jockey-1_DWi	Jockey	Non-LTR_retrotransposon
Jockey-1_DYa	Jockey	Non-LTR_retrotransposon
Jockey-10_DAn	Jockey	Non-LTR_retrotransposon
Jockey-10_DBp	Jockey	Non-LTR_retrotransposon
Jockey-10_DEu	Jockey	Non-LTR_retrotransposon
Jockey-10_DF	Jockey	Non-LTR_retrotransposon
Jockey-10_DRh	Jockey	Non-LTR_retrotransposon
Jockey-10_DY	Jockey	Non-LTR_retrotransposon
Jockey-11_DAn	Jockey	Non-LTR_retrotransposon
Jockey-11_DBp	Jockey	Non-LTR_retrotransposon
Jockey-11_DF	Jockey	Non-LTR_retrotransposon
Jockey-11B_DBp	Jockey	Non-LTR_retrotransposon
Jockey-12_DAn	Jockey	Non-LTR_retrotransposon
Jockey-12_DBp	Jockey	Non-LTR_retrotransposon
Jockey-12_DF	Jockey	Non-LTR_retrotransposon
Jockey-13_DAn	Jockey	Non-LTR_retrotransposon
Jockey-13_DBp	Jockey	Non-LTR_retrotransposon
Jockey-14_DAn	Jockey	Non-LTR_retrotransposon
Jockey-14_DBp	Jockey	Non-LTR_retrotransposon
Jockey-15_DBp	Jockey	Non-LTR_retrotransposon
Jockey-2_DAn	Jockey	Non-LTR_retrotransposon
Jockey-2_DBi	Jockey	Non-LTR_retrotransposon
Jockey-2_DBp	Jockey	Non-LTR_retrotransposon
Jockey-2_DEl	Jockey	Non-LTR_retrotransposon
Jockey-2_DEu	Jockey	Non-LTR_retrotransposon
Jockey-2_DF	Jockey	Non-LTR_retrotransposon
Jockey-2_DGri	Jockey	Non-LTR_retrotransposon
Jockey-2_DK	Jockey	Non-LTR_retrotransposon
Jockey-2_DPer	Jockey	Non-LTR_retrotransposon
Jockey-2_DRh	Jockey	Non-LTR_retrotransposon
Jockey-2_DSim	Jockey	Non-LTR_retrotransposon
Jockey-2_DT	Jockey	Non-LTR_retrotransposon
Jockey-2_DVi	Jockey	Non-LTR_retrotransposon
Jockey-2_DYa	Jockey	Non-LTR_retrotransposon
Jockey-3_DAn	Jockey	Non-LTR_retrotransposon
Jockey-3_DBp	Jockey	Non-LTR_retrotransposon
Jockey-3_DEl	Jockey	Non-LTR_retrotransposon
Jockey-3_DEu	Jockey	Non-LTR_retrotransposon
Jockey-3_DF	Jockey	Non-LTR_retrotransposon
Jockey-3_DGri	Jockey	Non-LTR_retrotransposon
Jockey-3_DK	Jockey	Non-LTR_retrotransposon
Jockey-3_DM	Jockey	Non-LTR_retrotransposon
Jockey-3_DPer	Jockey	Non-LTR_retrotransposon
